0.0	145722.66217354676	16.731991289602878
0.001	144849.19966301598	16.75788845836807
0.002	145140.35383319293	16.70244038929282
0.003	145382.98230834035	16.77433785251224
0.004	144849.19966301598	16.846686409318586
0.005	143684.58298230832	17.038017517782272
0.006	145091.82813816346	16.830877657705134
0.007	147129.90732940185	16.746960678774677
0.008	144460.9941027801	17.131610381024345
0.009	144072.7885425442	17.08486102415105
0.01	143490.48020219037	17.105960319642485
0.011	143684.58298230832	17.291227988235182
0.012	144072.7885425442	17.093905619257683
0.013	144703.62257792757	17.007640053972736
0.014	143636.05728727885	17.100187974525692
0.015	145334.45661331087	17.030486856902236
0.016	143005.22325189554	17.053109392708805
0.017	145188.8795282224	16.69801064429005
0.018	141355.349620893	17.412850750969614
0.019	140675.9898904802	17.271707831411092
0.02	142228.81213142377	17.423508687793355
0.021	143247.85172704296	17.175652467856803
0.022	143393.42881213143	17.16271594928469
0.023	139705.4759898905	17.45277880532932
0.024	143927.2114574558	17.10019933407232
0.025	142568.49199663018	17.316474442210296
0.026	141403.87531592252	17.581062304963904
0.027	141937.65796124682	17.295337514216694
0.028	140724.51558550968	17.397146196080218
0.029	139851.05307497893	17.6548899079625
0.03	140870.09267059815	17.174942715981228
0.031	141306.82392586351	17.443018065594234
0.032	138540.85930918282	17.83307178417781
0.033	139851.05307497893	17.681747550731636
0.034	140239.25863521485	17.583700995731178
0.035	140821.56697556868	17.602030009506308
0.036	140433.3614153328	17.531262683846602
0.037	143441.9545071609	17.308768827396264
0.038	139511.37320977254	17.969132292680204
0.039	138007.07666385846	18.087982420475157
0.04	138783.48778433024	17.670777088392683
0.041	140675.9898904802	17.672674611543304
0.042	138007.07666385846	17.825333291768118
0.043	138152.65374894693	18.03380886326888
0.044	138492.33361415332	18.001613803783975
0.045	139851.05307497893	17.664629088629447
0.046	138540.85930918282	17.618048985481128
0.047	136066.04886267902	18.057434403452458
0.048	137812.97388374052	17.948026802715013
0.049	140093.68155012638	17.60684234443463
0.05	136648.35720303285	18.00495471838284
0.051	140821.56697556868	17.77876763713914
0.052	140336.3100252738	17.86372739384845
0.053	139559.89890480202	17.982231773134043
0.054	139026.11625947765	17.949213602036927
0.055	137085.0884582982	18.255032177508287
0.056	140870.09267059815	17.769051582118486
0.057	137764.44818871105	18.070851977106344
0.058	138007.07666385846	17.938581919580944
0.059	143053.748946925	17.77392015987838
0.06	136599.83150800338	18.28585763424718
0.061	137667.39679865204	18.21316829924135
0.062	136502.78011794438	18.292323772300012
